customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15710105,581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1
15577402,593,France,Male,31,9,0.0,2,0,1,20492.16,0
15803337,648,France,Male,23,9,168372.52,1,1,0,134676.72,0
15654372,462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0
15585867,596,Spain,Male,36,2,0.0,2,0,1,125557.95,0
15662488,627,France,Female,44,5,0.0,2,1,0,82969.61,1
15604813,494,France,Male,40,7,0.0,2,0,1,158071.69,0
15611644,627,France,Male,73,0,146329.73,1,0,1,43615.67,0
15674928,850,Spain,Male,37,2,0.0,2,1,0,119969.99,0
15656100,632,France,Female,49,5,167962.7,1,0,0,140201.21,0
15764293,490,France,Male,33,1,0.0,2,1,1,80792.83,0
15636423,715,France,Male,40,7,0.0,1,1,1,141359.11,0
15607629,679,France,Male,48,8,0.0,2,1,0,23344.94,0
15577313,619,France,Male,44,3,116967.68,1,1,0,5075.17,1
15714493,465,Spain,Female,33,6,0.0,2,1,1,95500.98,0
15643359,736,Spain,Male,32,7,0.0,1,0,1,79082.62,0
15687913,501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0
15790935,535,France,Female,29,5,0.0,2,0,1,52709.55,0
15708693,759,France,Female,33,2,0.0,2,1,0,56583.88,0
15672016,819,France,Male,35,1,0.0,2,0,1,3385.04,0
15727605,533,Germany,Male,43,4,80442.06,2,0,1,12537.42,0
15651144,632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0
15749401,686,France,Male,60,9,0.0,3,1,1,75246.21,1
15691874,687,France,Female,34,9,125474.44,1,1,0,198929.84,0
15620735,667,Germany,Female,33,4,127076.68,2,1,0,69011.66,0
15769781,699,Spain,Female,25,8,0.0,2,1,1,52404.47,0
15624611,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0
15773071,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0
15720371,652,France,Female,51,3,0.0,1,1,0,173989.47,1
15717984,477,France,Male,47,9,144900.58,1,1,0,61315.37,1
15806407,652,France,Female,37,4,0.0,2,1,0,143393.24,0
15785042,488,France,Female,31,8,97588.6,1,0,0,124210.53,0
15809302,572,France,Male,24,1,0.0,2,1,1,151460.84,0
15677550,755,France,Female,38,1,0.0,2,1,0,20734.81,0
15654096,779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0
15617320,693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0
15653065,530,Spain,Female,22,7,0.0,2,1,0,104170.48,0
15649112,738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0
15690526,690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0
15806945,611,France,Female,30,9,88594.14,1,1,0,196332.45,0
15670066,643,Spain,Male,34,6,0.0,2,1,1,116046.22,0
15625761,632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1
15761525,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0
15735080,508,France,Female,64,2,0.0,1,1,1,6076.62,0
15619537,550,France,Male,31,5,142200.19,2,1,1,122221.71,0
15598162,754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0
15694300,759,France,Male,26,4,0.0,2,1,0,135394.62,0
15637235,794,Spain,Male,33,8,0.0,2,0,0,91340.02,0
15612444,549,France,Male,29,3,0.0,2,1,0,146090.38,0
15626457,671,France,Male,31,0,116234.61,1,1,0,172096.08,0
15627995,756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1
15706128,632,France,Female,21,1,0.0,2,1,0,84008.66,0
15666430,579,France,Male,38,8,0.0,2,0,0,91763.67,0
15627385,748,France,Male,34,5,84009.47,1,1,1,137001.1,0
15581323,488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0
15608109,710,Germany,Male,58,7,170113.0,2,0,1,10494.64,0
15801942,619,Spain,Female,41,8,0.0,3,1,1,79866.73,1
15567431,773,France,Male,64,2,145578.28,1,0,1,186172.85,0
15810167,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0
15644501,579,France,Female,26,10,162482.76,1,1,1,18458.2,0
15785290,542,France,Male,29,9,0.0,1,1,0,8342.35,0
15611157,709,France,Female,32,2,87814.89,1,1,0,138578.37,0
15673837,617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0
15656822,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1
15580560,769,France,Female,73,1,0.0,1,1,1,29792.11,0
15760641,608,Germany,Male,26,1,106648.98,1,0,1,7063.6,0
15587584,503,Spain,Male,31,4,0.0,2,1,1,21645.06,0
15604146,608,Germany,Female,38,8,103653.51,2,1,1,137079.86,0
15813974,731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1
15746986,850,Germany,Female,40,4,97990.49,2,0,0,106691.02,0
15759741,591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0
15734892,579,Spain,Male,37,4,0.0,2,1,1,32246.63,0
15797194,570,France,Male,39,10,129674.89,2,1,0,80552.36,0
15723786,709,France,Female,37,9,0.0,2,1,0,16733.59,0
15642726,611,France,Male,53,3,83568.26,1,0,0,1235.49,0
15664339,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1
15754526,699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0
15703037,618,France,Male,37,5,0.0,1,0,1,178705.45,1
15751412,704,France,Male,36,3,114370.41,1,0,1,66810.48,0
15609558,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1
15572408,714,Germany,Male,39,3,149887.49,2,1,0,63846.36,0
15613923,581,Spain,Female,43,4,170172.9,1,0,1,100236.02,0
15747000,592,France,Male,27,3,0.0,2,1,1,19645.65,0
15731781,551,France,Male,43,7,0.0,2,1,0,178393.68,0
15727198,689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0
15794273,604,France,Female,56,0,62732.65,1,0,1,124954.56,0
15804950,514,France,Female,41,7,0.0,2,1,1,3756.65,0
15576304,698,France,Male,29,5,95167.55,1,1,1,152723.23,0
15645200,581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1
15779627,573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0
15750755,449,Spain,Female,33,8,0.0,2,0,0,156792.89,0
15569654,850,Germany,Female,31,3,51293.47,1,0,0,35534.68,0
15753079,612,France,Male,41,5,0.0,3,0,0,151256.22,0
15684995,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0
15790763,599,Spain,Female,49,2,0.0,2,1,0,111190.53,0
15766458,498,France,Male,33,1,198113.86,1,1,0,69664.35,0
15616221,497,France,Female,29,4,85646.81,1,0,0,63233.02,1
15776124,802,Spain,Male,51,7,0.0,1,0,1,40855.79,0
15665811,644,France,Male,33,9,141234.98,1,1,0,95673.05,0
15729804,714,France,Male,34,10,0.0,2,1,1,80234.14,0
15714062,690,France,Female,40,9,77641.99,1,0,0,189051.59,1
15592197,522,Spain,Male,30,3,0.0,2,1,0,145490.85,0
15793116,502,Germany,Female,40,7,117304.29,1,0,0,196278.32,0
15638231,730,Spain,Female,62,2,0.0,2,1,1,162889.1,0
15697678,590,Germany,Male,36,6,92340.69,2,1,1,174667.58,0
15800412,458,Germany,Male,35,9,146780.52,2,1,1,3476.38,0
15597610,553,Spain,Male,41,6,144974.55,1,1,1,19344.92,0
15726634,479,France,Male,47,1,0.0,1,1,0,95270.83,0
15670866,693,France,Male,31,2,0.0,2,1,1,107759.31,0
15667462,707,Spain,Male,43,10,0.0,2,1,0,118368.2,0
15662574,636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0
15716926,807,France,Male,33,10,101952.97,2,1,0,178153.65,0
15603554,513,France,Female,45,0,164649.52,3,1,0,49915.52,1
15716800,582,France,Male,31,2,0.0,2,1,1,33747.03,0
15679429,694,France,Male,32,0,91956.49,1,1,1,59961.81,0
15616122,777,France,Male,39,8,0.0,2,1,1,18613.52,0
15742172,598,Germany,Male,32,9,123938.6,2,1,0,198894.42,0
15792305,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1
15636016,588,France,Female,34,3,120777.88,1,1,1,131729.52,0
15733138,663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0
15669741,777,France,Male,36,7,0.0,1,1,0,106472.34,0
15616954,592,France,Male,71,4,0.0,2,0,1,17013.54,0
15729238,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1
15718242,725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1
15682914,850,France,Male,34,2,72079.71,1,1,1,115767.93,0
15654274,540,France,Male,37,6,0.0,2,1,0,141998.89,0
15691457,674,Spain,Male,36,2,0.0,2,1,1,182787.17,0
15719649,553,France,Male,38,3,99844.68,1,0,0,187915.7,0
15778897,630,France,Female,28,1,0.0,2,1,1,133267.78,0
15589437,466,France,Male,26,3,156815.71,1,1,1,137476.09,0
15682369,613,France,Male,47,6,146034.74,1,1,1,77146.14,0
15626507,558,France,Male,27,1,152283.39,1,1,0,183271.15,0
15571995,775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0
15673333,698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0
15748752,608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0
15725302,670,Spain,Female,20,4,0.0,2,1,0,119759.24,0
15722083,591,Spain,Male,39,8,0.0,2,0,0,42392.24,0
15771442,633,France,Male,40,4,150578.0,1,0,1,34670.62,1
15803633,678,France,Female,46,1,0.0,2,0,0,82106.19,0
15672185,590,France,Male,47,3,0.0,2,1,0,171774.5,0
15806486,705,France,Female,48,0,0.0,2,0,0,149772.61,0
15570895,608,France,Male,42,10,163548.07,1,1,0,38866.85,0
15614520,682,France,Female,37,8,148580.12,1,1,0,35179.18,0
15687492,596,Germany,Male,32,3,96709.07,2,0,0,41788.37,0
15675337,395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1
15721047,578,Germany,Male,37,1,135650.88,1,1,0,199428.19,0
15589017,547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1
15611186,609,France,Male,37,1,39344.83,1,1,1,178291.89,1
15617301,774,Germany,Male,36,9,130809.77,1,1,0,152290.28,0
15726046,712,France,Female,27,2,133009.51,1,1,0,126809.15,0
15585748,585,Germany,Female,28,9,135337.49,2,1,1,40385.61,0
15672826,666,France,Female,32,10,112536.57,2,1,1,34350.54,0
15595162,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0
15650026,513,France,Male,44,1,63562.02,2,0,1,52629.73,1
15745826,445,France,Male,37,3,0.0,2,1,1,180012.39,0
15708610,690,Germany,Male,44,9,100368.63,2,0,0,35342.33,0
15624471,850,France,Male,37,6,0.0,2,1,0,109291.22,0
15590097,537,Spain,Female,33,7,136082.0,1,1,0,62746.54,0
15689328,705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1
15582154,670,France,Female,45,5,47884.92,1,1,1,54340.24,0
15734626,652,Spain,Female,36,1,0.0,2,1,1,19302.78,0
15702806,696,Spain,Male,24,9,0.0,1,0,0,10883.52,0
15620756,747,France,Male,49,6,202904.64,1,1,1,17298.72,1
15611331,511,France,Female,46,1,0.0,1,1,1,115779.48,1
15576935,743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1
15661275,532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1
15814940,642,Spain,Female,33,9,0.0,2,1,1,150475.14,0
15768471,554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1
15697391,604,Spain,Female,34,3,0.0,2,1,0,38587.7,0
15793346,602,France,Female,72,3,0.0,2,1,1,171260.66,0
15608338,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
15578546,491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0
15656921,850,France,Male,31,4,0.0,2,0,0,152298.28,0
15761340,521,France,Male,22,5,0.0,2,1,1,99828.45,0
15591135,726,France,Male,37,2,132057.92,2,1,0,34743.98,0
15623219,596,France,Male,33,8,0.0,1,1,0,121189.3,1
15655229,850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0
15805884,637,France,Female,41,9,0.0,2,1,0,145477.36,0
15668289,690,Spain,Male,32,2,76087.98,1,0,1,151822.66,0
15568562,689,France,Male,40,8,160272.27,1,1,0,49656.24,0
15773276,633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1
15622801,555,France,Female,27,8,102000.17,1,1,1,116757.0,0
15779886,563,Spain,Male,24,7,0.0,2,0,0,16319.56,0
15713673,494,France,Female,33,1,137853.0,1,0,1,90273.85,0
15783083,534,France,Male,27,9,0.0,2,1,0,161344.13,0
15742824,696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0
15621550,535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1
15799480,600,France,Male,34,0,0.0,2,0,1,3756.23,0
15625247,807,France,Female,34,1,0.0,1,0,0,114448.13,0
15755241,714,France,Female,52,2,0.0,1,0,1,144045.08,1
15575679,590,France,Male,24,7,126431.54,1,1,0,58781.11,0
15668235,614,France,Female,41,3,123475.04,1,1,1,179227.52,0
15683183,766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0
15684592,557,Spain,Male,42,4,0.0,2,0,1,86642.38,0
15591169,788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1
15653455,648,France,Female,38,2,0.0,2,0,1,9551.49,0
15732563,726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0
15656471,773,France,Male,33,9,0.0,2,1,1,1118.31,0
15598510,583,Germany,Male,27,4,105907.42,2,1,1,195732.04,0
15766427,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1
15785342,705,France,Male,25,9,0.0,2,0,1,112331.19,0
15641595,685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0
15798429,741,France,Male,29,8,0.0,2,1,1,115994.52,0
15648136,658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0
15812482,575,France,Male,27,3,139301.68,1,1,0,99843.98,0
15790810,844,France,Female,41,10,76319.64,1,1,1,141175.18,1
15687421,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1
15765643,725,France,Male,37,6,124348.38,2,0,1,176984.34,0
15654878,450,France,Male,29,7,117199.8,1,1,1,43480.63,0
15686835,738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1
15768340,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0
15673599,618,Spain,Male,32,5,133476.09,1,0,1,154843.4,0
15689096,590,France,Male,47,0,117879.32,1,1,1,8214.46,0
15684294,735,France,Male,50,2,0.0,2,0,1,147075.69,0
15615828,550,France,Male,34,8,122359.5,1,0,0,116495.55,0
15746012,729,Spain,Female,28,0,0.0,2,1,1,31165.06,1
15615797,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
15788494,555,France,Male,31,8,145875.74,1,1,0,137491.23,0
15793856,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0
15629545,790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0
15661198,727,Germany,Male,34,2,146407.11,1,1,1,72073.72,0
15715117,744,France,Female,39,6,0.0,1,0,0,10662.58,0
15701074,629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0
15793046,619,France,Female,35,4,90413.12,1,1,1,20555.21,0
15623744,634,France,Male,34,8,105302.66,1,1,1,123164.97,0
15611329,608,Spain,Female,35,6,0.0,2,1,1,143463.28,0
15740428,507,France,Female,35,1,0.0,2,0,0,92131.54,0
15781534,536,Germany,Female,35,4,121520.36,1,0,0,77178.42,0
15618243,730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0
15784161,583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0
15700325,644,France,Female,24,8,92760.55,1,1,0,35896.75,0
15659064,790,Spain,Male,37,8,0.0,2,1,1,149418.41,0
15658364,807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0
15704340,581,France,Female,37,10,104255.03,1,1,0,86609.37,0
15793455,627,Spain,Female,55,6,0.0,1,0,0,91943.94,1
15579777,850,France,Male,41,3,0.0,2,1,0,128892.36,0
15632345,754,France,Female,35,4,0.0,2,1,0,44830.71,0
15814468,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1
15754820,637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0
15707505,699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0
15699507,542,France,Female,25,7,0.0,2,0,1,82393.08,0
15799600,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0
15794472,553,France,Female,27,3,0.0,2,0,0,159800.16,0
15646632,741,France,Male,38,9,0.0,2,1,0,14379.01,0
15676353,598,France,Male,35,8,114212.6,1,1,1,74322.85,0
15566312,660,Spain,Female,42,5,0.0,3,1,1,189016.24,1
15570414,618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0
15776743,647,France,Male,43,9,0.0,2,1,1,78488.39,0
15674637,491,France,Female,68,3,107571.61,1,0,1,113695.99,0
15730418,652,France,Female,32,2,0.0,2,1,0,54628.11,0
15739972,650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1
15661591,413,Germany,Male,39,1,130969.77,2,1,1,158891.79,0
15675585,416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0
15814750,629,Spain,Male,34,8,0.0,2,1,1,180595.02,0
15593454,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0
15663421,527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0
15576196,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1
15677324,683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0
15568742,536,France,Female,41,9,0.0,1,1,0,121299.14,0
15693764,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1
15714260,646,France,Female,38,2,0.0,2,0,0,178752.73,0
15798200,707,France,Male,35,2,0.0,3,1,1,94148.3,0
15656627,602,France,Male,34,5,0.0,2,1,1,77414.45,0
15791111,635,France,Female,47,2,125724.95,2,1,0,63236.97,0
15638269,597,France,Male,67,2,0.0,2,0,1,108645.85,0
15807473,503,France,Male,38,1,0.0,2,1,1,95153.24,0
15708534,524,Spain,Female,64,5,0.0,1,1,0,136079.64,1
15640686,700,France,Male,46,5,95872.86,1,1,0,98273.01,1
15588904,692,France,Male,33,9,0.0,1,1,0,113505.93,1
15768763,562,France,Male,37,2,0.0,1,0,1,52525.15,1
15770543,679,France,Male,37,7,74260.03,1,1,0,194617.98,0
15642162,603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1
15714046,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
15575060,797,France,Male,24,5,0.0,2,1,0,182257.61,0
15812040,594,France,Male,36,6,153880.15,1,0,0,135431.72,0
15812073,529,France,Female,31,7,0.0,2,1,1,175697.87,0
15706810,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0
15584090,621,Spain,Female,40,7,0.0,2,0,1,131283.6,1
15810807,513,France,Female,43,9,0.0,2,1,0,152499.8,0
15582033,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
15687607,605,France,Female,30,9,135422.31,1,0,1,186418.85,0
15588406,574,Spain,Female,37,7,0.0,2,1,0,32262.28,0
15784099,726,France,Female,38,5,126875.62,1,1,0,128052.29,0
15701352,611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0
15789371,593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0
15602845,466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0
15707918,741,Germany,Female,36,0,127675.39,2,1,0,74260.16,0
15602812,684,Germany,Female,44,2,133776.86,2,0,1,49865.04,0
15675888,550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0
15591822,593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0
15738501,601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1
15585907,676,Spain,Female,30,5,0.0,2,0,0,179066.58,0
15579040,556,France,Female,46,10,0.0,2,0,0,109184.24,0
15804211,719,France,Male,36,3,155423.17,1,1,1,199841.32,0
15736126,850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1
15745399,649,Spain,Female,49,2,0.0,1,1,0,84863.85,1
15760749,509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0
15637118,684,France,Male,33,4,140700.61,1,1,0,103557.93,0
15657829,806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1
15738497,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0
15690695,683,France,Female,33,9,0.0,2,1,1,38784.42,0
15762351,689,Spain,Female,63,1,0.0,2,1,1,186526.12,0
15791172,672,Germany,Female,21,1,35741.69,1,1,0,28789.94,0
15598982,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1
15734765,739,France,Female,20,4,133800.98,1,0,1,150245.81,0
15642912,618,France,Female,21,2,125682.79,1,0,0,57762.0,0
15769516,674,France,Female,42,9,0.0,2,1,0,4292.72,0
15789379,762,France,Male,26,6,130428.78,1,1,0,173365.89,0
15695103,790,Spain,Male,37,6,0.0,2,1,1,119484.01,0
15801924,754,Spain,Female,27,8,0.0,2,0,0,121821.16,0
15767804,729,France,Male,44,6,0.0,2,1,0,151733.43,0
15718039,606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0
15579994,616,France,Male,23,8,73112.95,1,1,1,62733.05,0
15595037,772,France,Male,47,9,152347.01,1,0,1,17671.78,0
15600720,652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0
15782608,743,France,Male,43,5,0.0,2,0,0,113079.19,1
15566894,793,France,Male,39,3,137817.52,1,0,0,83997.79,0
15749123,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0
15668943,746,France,Male,37,2,0.0,2,1,0,143194.05,0
15577423,627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1
15623102,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0
15728012,678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0
15683363,540,Spain,Male,39,1,0.0,1,0,1,108419.41,0
15699335,615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0
15574369,415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0
15703167,628,France,Female,45,8,0.0,2,1,0,193903.06,0
15754874,700,France,Male,26,4,119009.57,1,1,0,141926.43,0
15723216,623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0
15725094,623,France,Female,37,4,140211.88,1,1,1,93832.33,0
15647974,679,France,Female,44,3,118742.74,2,1,0,1568.91,0
15583371,632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1
15772559,790,France,Female,47,10,148636.21,1,0,1,16119.96,1
15711251,514,France,Male,45,1,178827.79,1,1,0,60375.18,0
15719212,491,France,Male,33,5,83134.3,1,1,0,187946.55,0
15764927,753,France,Male,92,3,121513.31,1,0,1,195563.99,0
15731412,693,Germany,Female,37,6,95900.04,1,1,1,38196.24,0
15719170,679,France,Female,30,1,112543.42,1,1,1,179435.21,0
15596011,529,Spain,Male,34,9,0.0,1,1,1,93208.22,0
15614834,619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0
15600510,680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0
15625706,693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1
15781409,834,France,Female,28,6,0.0,1,1,0,74287.53,0
15722583,636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0
15677243,538,Spain,Male,43,5,0.0,2,1,0,126933.73,0
15815070,566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0
15705899,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0
15701522,711,France,Female,29,9,0.0,2,0,1,3234.8,0
15755978,606,France,Male,31,10,0.0,2,1,0,195209.4,0
15722090,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
15783526,589,France,Male,36,1,100895.54,1,1,1,68075.14,0
15632125,606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0
15688395,582,France,Male,29,4,0.0,2,0,0,156153.27,0
15666975,710,France,Female,36,4,116085.06,1,1,0,58601.61,0
15682211,467,France,Male,57,1,0.0,2,1,1,114448.77,0
15637411,749,France,Male,30,1,0.0,2,0,1,126551.65,0
15591512,564,Germany,Female,33,2,115761.51,1,0,1,112350.21,1
15606855,730,Spain,Male,26,6,0.0,2,1,1,185808.7,0
15763683,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1
15641782,540,France,Female,31,7,0.0,1,0,1,183051.6,1
15677184,767,France,Female,35,6,115576.44,1,0,1,27922.45,0
15775042,615,France,Female,23,4,0.0,2,1,0,196476.19,0
15616630,583,Germany,Female,41,5,77647.6,1,1,0,190429.52,0
15800233,850,France,Female,40,5,0.0,2,1,0,35034.15,0
15588419,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1
15595557,798,France,Male,22,8,0.0,2,1,0,107615.43,0
15626143,695,France,Male,37,2,0.0,2,1,1,99692.65,0
15566030,497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1
15701412,739,France,Male,40,4,0.0,2,0,0,173321.65,0
15702464,549,France,Female,34,4,0.0,2,0,0,139463.57,0
15573348,850,France,Male,35,9,102050.47,1,1,1,3769.71,0
15704160,648,Spain,Male,49,5,0.0,1,1,0,149946.43,1
15693704,679,France,Female,24,6,114948.76,2,0,1,135768.25,0
15664752,606,Germany,Male,39,8,136000.45,2,1,0,31708.53,0
15628292,850,France,Male,32,4,156001.68,2,1,1,151677.31,0
15621195,619,Germany,Male,41,3,147974.16,2,1,0,170518.83,0
15668629,719,Spain,Male,44,2,0.0,2,1,0,196582.19,0
15635197,640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0
15592761,710,France,Male,40,5,0.0,2,0,0,162878.96,0
15574283,580,France,Male,31,2,0.0,2,0,1,64014.24,0
15598097,550,France,Male,44,9,0.0,2,1,0,26257.01,0
15711352,841,France,Female,31,3,162701.65,2,1,1,126794.56,0
15620751,760,France,Male,34,2,0.0,2,1,0,164162.44,0
15656717,687,France,Female,30,6,0.0,2,0,0,179206.92,0
15643121,753,Germany,Female,35,5,82453.96,2,0,0,18254.75,0
15723671,661,France,Male,35,9,100107.99,1,1,0,83949.68,0
15752846,699,France,Male,28,7,0.0,2,1,1,22684.78,0
15640852,617,Germany,Female,39,5,83348.89,3,1,0,7953.62,1
15789313,595,Germany,Female,44,4,96553.52,2,1,0,143952.24,1
15793688,669,France,Male,50,9,201009.64,1,1,0,158032.5,1
15770405,613,France,Female,27,5,125167.74,1,1,0,199104.52,0
15702561,782,France,Male,32,9,0.0,1,1,1,87566.97,0
15625964,582,France,Female,43,5,153313.67,1,0,0,170563.73,0
15761364,679,France,Male,30,9,0.0,2,1,0,157871.55,0
15590286,611,France,Female,40,2,125879.29,1,1,0,93203.43,0
15587978,455,Germany,Female,37,6,170057.62,1,0,1,54398.56,0
15773242,621,France,Male,32,1,0.0,2,1,1,168779.47,0
15761053,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,1
15702095,585,Spain,Female,56,1,128472.8,1,1,0,186476.91,1
15764253,742,France,Male,32,6,160485.16,1,1,0,29023.03,0
15700801,850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1
15730590,738,Germany,Female,40,1,115409.18,2,0,0,180456.8,0
15643916,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1
15720636,628,France,Female,50,4,143054.56,1,0,1,109608.81,1
15795429,487,France,Male,24,7,133628.09,2,1,1,98570.01,0
15609254,513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0
15625141,563,Spain,Male,26,7,0.0,2,0,0,6139.74,0
15810898,803,France,Female,65,2,151659.52,2,0,1,6930.17,0
15775797,607,Spain,Female,32,7,0.0,3,0,1,10674.62,0
15795246,628,Germany,Female,51,9,155903.82,2,1,1,71159.84,0
15795275,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1
15571869,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1
15694143,686,France,Female,41,10,0.0,1,1,0,133086.45,0
15748231,700,Germany,Male,35,4,95853.39,2,1,0,192933.37,0
15632185,663,France,Female,42,1,82228.67,2,1,0,71359.78,0
